,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
6059,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15616,9, ,A2,320 BEACH 12TH STREET, ,11691,1,0,1,3600,1350,1935,1,A2,100000,2017-01-26 00:00:00
6060,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15622,9, ,A2,13-55 CAFFREY AVENUE, ,11691,1,0,1,4000,1890,1925,1,A2, -  ,2017-06-30 00:00:00
6061,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15622,9, ,A2,1355 CAFFREY, ,11691,1,0,1,4000,1890,1925,1,A2, -  ,2016-11-17 00:00:00
6062,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15622,21, ,A5,16 WILLIAMS COURT, ,11691,1,0,1,1688,1479,1960,1,A5,310000,2017-08-23 00:00:00
6063,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15622,69, ,A5,13-19 DAVIES ROAD, ,11691,1,0,1,2442,1836,1960,1,A5,304200,2017-04-24 00:00:00
6064,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15622,85, ,A6,321 BEACH 13TH STREET, ,11691,1,0,1,2036,512,1925,1,A6,75000,2017-01-23 00:00:00
6065,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15622,85, ,A6,321 BEACH 13TH STREET, ,11691,1,0,1,2036,512,1925,1,A6,46000,2016-10-14 00:00:00
6066,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15622,86, ,A6,319 BEACH 13 STREET, ,11691,1,0,1,1504,512,1925,1,A6,123500,2017-07-17 00:00:00
6067,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15622,86, ,A6,319 BEACH 13 STREET, ,11691,1,0,1,1504,512,1925,1,A6,155000,2017-02-07 00:00:00
6068,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15627,36, ,A1,229 BEACH 14 STREET, ,11691,1,0,1,11250,2051,1925,1,A1,950000,2016-09-22 00:00:00
6069,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15633,46, ,A1,1749 BROOKHAVEN AVENUE, ,11691,1,0,1,1839,1360,1930,1,A1,432600,2017-07-27 00:00:00
6070,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15654,9, ,A1,14-10 MC BRIDE STREET, ,11691,1,0,1,1140,1600,1930,1,A1,160000,2017-02-07 00:00:00
6071,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15656,11, ,A1,14-40 EGGERT PLACE, ,11691,1,0,1,2500,1380,1910,1,A1,299000,2017-03-10 00:00:00
6072,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15657,1, ,A1,23-30 ENRIGHT ROAD, ,11691,1,0,1,4000,1885,1901,1,A1,495163,2017-06-27 00:00:00
6073,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15657,48, ,A1,14-35 PEARL ST, ,11691,1,0,1,2000,1296,1910,1,A1,231000,2017-06-27 00:00:00
6074,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15658,39, ,A1,1377 BEACH CHANNEL DRIVE, ,11691,1,0,1,2975,1800,1915,1,A1,253764,2017-08-03 00:00:00
6075,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15661,23, ,A9,1312 MCBRIDE ST, ,11691,1,0,1,2676,1616,1920,1,A9,430000,2017-06-29 00:00:00
6076,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15661,23, ,A9,1312 MCBRIDE STREET, ,11691,1,0,1,2676,1616,1920,1,A9,150000,2016-09-16 00:00:00
6077,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15661,23, ,A9,1312 MCBRIDE STREET, ,11691,1,0,1,2676,1616,1920,1,A9, -  ,2016-09-16 00:00:00
6078,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15683,30, ,A1,28-65 FABER TERRACE, ,11691,1,0,1,7356,1858,1930,1,A1, -  ,2017-02-10 00:00:00
6079,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15683,30, ,A1,28-65 FABER TERRACE, ,11691,1,0,1,7356,1858,1930,1,A1, -  ,2017-01-26 00:00:00
6080,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15683,65, ,A3,14-43 GRANADA PLACE, ,11691,1,0,1,8103,3040,1925,1,A3,452500,2016-09-27 00:00:00
6081,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15684,88, ,A1,29-10 FABER TERRACE, ,11691,1,0,1,2880,2080,2006,1,A1,370000,2017-07-25 00:00:00
6082,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15686,53, ,A5,32-08 BAYWATER COURT, ,11691,1,0,1,1800,1080,1930,1,A5,385000,2017-01-31 00:00:00
6083,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15686,53, ,A5,32-08 BAYWATER COURT, ,11691,1,0,1,1800,1080,1930,1,A5,144000,2016-09-14 00:00:00
6084,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15686,58, ,A5,32-18 BAYWATER COURT, ,11691,1,0,1,1825,1080,1930,1,A5,319000,2017-03-31 00:00:00
6085,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15687,56, ,A2,32-16 PLUNKETT AVENUE, ,11691,1,0,1,4000,2366,1970,1,A2, -  ,2016-10-21 00:00:00
6086,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15689,17, ,A2,32-36 MOTT AVENUE, ,11691,1,0,1,4059,2100,1950,1,A2,430000,2016-10-05 00:00:00
6087,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15691,28, ,A1,24-15 MOTT AVENUE, ,11691,1,0,1,5242,1933,1925,1,A1,400000,2017-03-15 00:00:00
6088,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15691,33, ,A1,24-07 MOTT AVENUE, ,11691,1,0,1,5306,2666,1925,1,A1,390000,2016-09-27 00:00:00
6089,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15694,35, ,A2,25-20 BAYSWATER AVENUE, ,11691,1,0,1,4819,1332,1950,1,A2,600000,2017-05-08 00:00:00
6090,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15695,88, ,A0,2904 WESTBOURNE AVENUE, ,11691,1,0,1,21275,1924,1955,1,A0,480000,2017-03-31 00:00:00
6091,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15696,15, ,A1,13-28 TRIST PLACE, ,11691,1,0,1,2906,1400,1960,1,A1,445000,2016-09-23 00:00:00
6092,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15699,47, ,A1,3128 WESTBOURNE, ,11691,1,0,1,5830,2556,1920,1,A1,228000,2017-08-04 00:00:00
6093,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15703,74, ,A2,33-39 BAY COURT, ,11691,1,0,1,5433,2093,1960,1,A2,120000,2016-10-28 00:00:00
6094,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15709,89, ,A1,11-26 BEACH CHANNEL DRIVE, ,11691,1,0,1,4891,2326,1920,1,A1,700000,2017-02-27 00:00:00
6095,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15714,112, ,A1,11-01 MC BRIDE STREET, ,11691,1,0,1,4143,1120,1920,1,A1, -  ,2017-02-13 00:00:00
6096,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15717,67, ,A1,23-27 HEALY AVENUE, ,11691,1,0,1,5517,1803,1925,1,A1,321000,2017-04-04 00:00:00
6097,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15717,70, ,A1,2321 HEALY, ,11691,1,0,1,5320,2057,1925,1,A1,475000,2017-06-29 00:00:00
6098,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15720,8, ,A0,11-24 BAY 27TH   STREET, ,11691,1,0,1,25425,3083,1950,1,A0,750000,2017-05-08 00:00:00
6099,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15720,94, ,A1,1103 BEACH 25 STREET, ,0,1,0,1,3840,1800,2006,1,A1,360000,2017-07-06 00:00:00
6100,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15721,70, ,A1,2720 TAMMY DRIVE, ,11691,1,0,1,5712,2184,2005,1,A1, -  ,2017-02-15 00:00:00
6101,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15724,35, ,A1,3104 COLDSPRING RD, ,11691,1,0,1,6778,2743,1930,1,A1,665000,2017-08-02 00:00:00
6102,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15724,58, ,A3,12-40 NORTON DRIVE, ,11691,1,0,1,5623,2446,1970,1,A3, -  ,2016-10-11 00:00:00
6103,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15724,59, ,A2,12-44 NORTON DRIVE, ,11691,1,0,1,8200,1260,1970,1,A2,675000,2016-09-02 00:00:00
6104,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15726,45, ,A2,3102 HEALY AVENUE, ,11691,1,0,1,4842,2736,1950,1,A2,590000,2017-07-11 00:00:00
6105,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15731,32, ,A1,10-53 DICKENS STREET, ,11691,1,0,1,14909,3252,1920,1,A1,635000,2017-02-14 00:00:00
6106,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15735,68, ,A1,25-65 CORNAGA AVENUE, ,11691,1,0,1,4149,1360,1935,1,A1,183016,2016-11-07 00:00:00
6107,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15751,24, ,A1,628 BEACH 22ND STREET, ,11691,1,0,1,3700,1924,1920,1,A1,369000,2017-05-02 00:00:00
6108,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15752,42, ,A2,22-55 CORNAGA AVENUE, ,11691,1,0,1,4169,1050,1960,1,A2, -  ,2017-03-13 00:00:00
6109,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15760,1, ,A1,502 BEACH 21TH STREET, ,11691,1,0,1,5560,1792,1901,1,A1, -  ,2017-02-08 00:00:00
6110,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15772,98, ,A2,518 HANSON COURT, ,11691,1,0,1,3253,2594,1920,1,A2,172200,2016-11-07 00:00:00
6111,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15772,98, ,A2,5-18 HANSON COURT, ,11691,1,0,1,3253,2594,1920,1,A2,653589,2016-09-16 00:00:00
6112,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15774,89, ,A1,24-04 DEERFIELD ROAD, ,11691,1,0,1,4278,1518,1920,1,A1,435000,2017-07-24 00:00:00
6113,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15782,14, ,A6,2-90 WATJEAN COURT, ,11691,1,0,1,2150,684,1940,1,A6,200000,2017-05-16 00:00:00
6114,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15791,14, ,A2,415 BEACH 27TH, ,11691,1,0,1,3800,1508,1950,1,A2, -  ,2017-07-20 00:00:00
6115,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15800,22, ,A1,2522 CAMP ROAD, ,11691,1,0,1,4825,1568,1920,1,A1,320000,2017-04-07 00:00:00
6116,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15803,7, ,A1,2703 SEAGIRT BOULEVARD, ,11691,1,0,1,305,986,1930,1,A1,250000,2017-05-30 00:00:00
6117,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15503,82, ,B3,11-36 BRUNSWICK AVENUE, ,11691,2,0,2,6056,2155,1930,1,B3,700000,2017-05-04 00:00:00
6118,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15503,109, ,B3,1182 BRUNSWICK AVENUE, ,11691,2,0,2,6440,2235,1920,1,B3, -  ,2017-04-26 00:00:00
6119,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15503,109, ,B3,1182 BRUNSWICK AVENUE, ,11691,2,0,2,6440,2235,1920,1,B3, -  ,2017-04-26 00:00:00
6120,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15505,35, ,B2,13-37 VIRGINIA STREET, ,11691,2,0,2,4375,1840,1940,1,B2,749000,2016-09-02 00:00:00
6121,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15514,25, ,B3,1184 BEACH 9TH STREET, ,11691,2,0,2,8513,3226,1930,1,B3, -  ,2016-11-30 00:00:00
6122,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15515,58, ,B3,1201 BEACH 9TH STREET, ,11691,2,0,2,9375,3689,1920,1,B3, -  ,2017-02-07 00:00:00
6123,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15515,66, ,B3,11-85 BEACH 9TH   STREET, ,11691,2,0,2,15000,2308,1945,1,B3, -  ,2017-08-09 00:00:00
6124,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15516,1, ,B1,1100 BEACH 12TH STREET, ,11691,2,0,2,5114,3985,1920,1,B1,850000,2017-06-29 00:00:00
6125,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15532,19, ,B2,12-53 BRUNSWICK AVENUE, ,11691,2,0,2,2625,2160,1955,1,B2,435494,2017-01-27 00:00:00
6126,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15533,21, ,B3,12-41 AUGUSTINA AVENUE, ,11691,2,0,2,3029,2076,1920,1,B3, -  ,2017-06-30 00:00:00
6127,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15533,21, ,B3,12-41 AUGUSTINA AVENUE, ,11691,2,0,2,3029,2076,1920,1,B3, -  ,2017-04-06 00:00:00
6128,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15534,12, ,B2,13-25 BRUNSWICK AVENUE, ,11691,2,0,2,2838,1980,2005,1,B2,445000,2016-10-28 00:00:00
6129,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15537,56, ,B3,17-15 REDFERN AVENUE, ,11691,2,0,2,2591,1594,1925,1,B3,425000,2016-12-19 00:00:00
6130,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15543,26, ,B3,1146 NAMEOKE STREET, ,11691,2,0,2,5250,3165,1920,1,B3,659000,2017-07-27 00:00:00
6131,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15543,26, ,B3,11-46 NAMEOKE STREET, ,11691,2,0,2,5250,3165,1920,1,B3,620000,2017-01-04 00:00:00
6132,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15551,70, ,B1,774 EMPIRE AVE, ,11691,2,0,2,3344,2700,1930,1,B1,731000,2017-04-25 00:00:00
6133,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15551,70, ,B1,774 EMPIRE AVENUE, ,11691,2,0,2,3344,2700,1930,1,B1,685000,2017-01-25 00:00:00
6134,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15554,90, ,B1,1018 ROSE STREET, ,11691,2,0,2,4000,2600,1920,1,B1, -  ,2017-05-11 00:00:00
6135,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15555,70, ,S2,12-10 CORNAGA AVENUE, ,11691,2,1,3,4339,5103,1930,1,S2,860000,2017-08-09 00:00:00
6136,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15561,47, ,B2,10-21 BEACH 19TH STREET, ,11691,2,0,2,2865,2140,2005,1,B2,445000,2016-11-07 00:00:00
6137,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15564,51, ,B2,717 BEACH 19 STREET, ,11691,2,0,2,1899,1994,1999,1,B2,197000,2017-02-10 00:00:00
6138,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15574,4, ,B1,14-65 GATEWAY BLVD, ,11691,2,0,2,2865,2200,2005,1,B1,400000,2016-10-07 00:00:00
6139,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15574,92, ,B2,17-16 NEW HAVEN AVENUE, ,11691,2,0,2,2425,1920,1998,1,B2,490000,2017-03-06 00:00:00
6140,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15590,9, ,B2,521 HICKSVILLE ROAD, ,11691,2,0,2,3800,2008,1960,1,B2, -  ,2016-12-23 00:00:00
6141,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15595,18, ,B2,625 JARVIS AVENUE, ,11691,2,0,2,3410,2000,1950,1,B2, -  ,2017-01-25 00:00:00
6142,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15595,38, ,B2,608 SEAGIRT BOULEVARD, ,11691,2,0,2,3093,2000,1950,1,B2,640000,2016-12-28 00:00:00
6143,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15595,44, ,B2,6-16 SEAGIRT AVENUE, ,11691,2,0,2,3257,2000,1950,1,B2,750000,2016-12-01 00:00:00
6144,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15596,27, ,B2,710 LANETT AVENUE, ,11691,2,0,2,4158,2160,1997,1,B2,595000,2016-09-29 00:00:00
6145,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15598,579, ,B3,800 LANETT AVENUE, ,11691,2,0,2,1995,1600,1925,1,B3,566000,2016-12-15 00:00:00
6146,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15598,580, ,B3,802 LANETT AVE, ,11691,2,0,2,1995,1600,1925,1,B3,576000,2016-09-22 00:00:00
6147,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15602,27, ,B1,3-02 SEAGIRT AVENUE, ,11691,2,0,2,2500,2669,2002,1,B1,657900,2017-06-23 00:00:00
6148,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15613,21, ,B1,425 BEACH 9TH   STREET, ,11691,2,0,2,3086,2000,1960,1,B1, -  ,2017-03-06 00:00:00
6149,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15614,60, ,B3,12-12 PLAINVIEW AVENUE, ,11691,2,0,2,1950,1488,1940,1,B3,385000,2016-12-12 00:00:00
6150,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15615,128, ,B2,916 MEEHAN AVENUE, ,11691,2,0,2,4000,1840,1935,1,B2, -  ,2017-06-30 00:00:00
6151,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15621,14, ,B1,13-46 DAVIES ROAD, ,11691,2,0,2,1950,1980,2006,1,B1,225000,2017-03-09 00:00:00
6152,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15621,14, ,B1,13-46 DAVIES ROAD, ,11691,2,0,2,1950,1980,2006,1,B1, -  ,2017-03-09 00:00:00
6153,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15621,46, ,B3,383 BEACH 13 STREET, ,11691,2,0,2,4336,1979,1950,1,B3,581950,2017-05-23 00:00:00
6154,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15621,68, ,B2,1342 DAVIES ROAD, ,11691,2,0,2,2676,1824,1999,1,B2,435000,2017-06-28 00:00:00
6155,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15627,40, ,B2,217 BEACH 14TH STREET, ,11691,2,0,2,4125,2450,1955,1,B2,249999,2016-11-23 00:00:00
6156,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15628,31, ,B2,17-19 NEW HAVEN AVENUE, ,11691,2,0,2,4473,2134,1996,1,B2,595000,2017-06-26 00:00:00
6157,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15629,23, ,B2,1617 CAFFREY AVENUE, ,11691,2,0,2,2850,2000,1970,1,B2,565000,2017-08-14 00:00:00
6158,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15633,5, ,B2,1712 PLAINVIEW AVENUE, ,11691,2,0,2,4618,1395,1945,1,B2,775000,2016-10-27 00:00:00
6159,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15633,22, ,B2,306 BEACH 19 STREET, ,11691,2,0,2,5379,2450,1940,1,B2, -  ,2017-03-15 00:00:00
6160,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15637,75, ,B2,229 BEACH 19 STREET, ,11691,2,0,2,3148,2024,1960,1,B2,480000,2017-02-22 00:00:00
6161,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15651,12, ,B2,14-06 PINSON STREET, ,11691,2,0,2,3075,2300,2005,1,B2,293000,2017-06-13 00:00:00
6162,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15652,23, ,B2,14-34 CHANDLER STREET, ,11691,2,0,2,3660,2420,2006,1,B2,252000,2017-06-13 00:00:00
6163,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15652,37, ,B3,14-19 PINSON STREET, ,11691,2,0,2,4400,1419,1930,1,B3,315000,2017-02-16 00:00:00
6164,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15654,22, ,B2,2263 BATTERY ROAD, ,11691,2,0,2,2831,2508,2002,1,B2,423000,2017-03-21 00:00:00
6165,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15655,1, ,B2,14-03 MC BRIDE STREET, ,11691,2,0,2,2151,2100,2005,1,B2, -  ,2016-09-07 00:00:00
6166,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15656,5, ,B3,23-22 ENRIGHT ROAD, ,11691,2,0,2,3800,1776,1910,1,B3,219450,2017-02-01 00:00:00
6167,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15656,5, ,B3,23-22 ENRIGHT RD, ,11691,2,0,2,3800,1776,1910,1,B3,311516,2017-02-01 00:00:00
6168,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15656,27, ,B2,1435 GIPSON STREET, ,11691,2,0,2,3752,2096,1955,1,B2,395000,2017-05-23 00:00:00
6169,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15659,10, ,B2,13-62 PINSON ST, ,11691,2,0,2,1350,2010,2006,1,B2,211000,2017-04-03 00:00:00
6170,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15659,10, ,B2,13-62 PINSON ST, ,11691,2,0,2,1350,2010,2006,1,B2, -  ,2017-04-03 00:00:00
6171,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15659,10, ,B2,1362 PINSON STREET, ,11691,2,0,2,1350,2010,2006,1,B2, -  ,2016-09-30 00:00:00
6172,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15660,35, ,B3,22-29 NAMEOKE AVENUE, ,11691,2,0,2,5729,2040,1905,1,B3,385000,2017-04-12 00:00:00
6173,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15662,5, ,B3,1347 CHANDLER STREET, ,11691,2,0,2,3149,1880,1930,1,B3,371000,2016-11-30 00:00:00
6174,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15663,104, ,B3,1335 MCBRIDE STREET, ,11691,2,0,2,3581,1152,1910,1,B3,450000,2017-04-13 00:00:00
6175,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15664,10, ,B2,1306 EGGERT PLACE, ,11691,2,0,2,3002,2383,1997,1,B2,560000,2017-07-17 00:00:00
6176,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15664,20, ,B3,13-18 EGGERT PLACE, ,11691,2,0,2,2500,2592,1920,1,B3,500000,2016-10-07 00:00:00
6177,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15664,47, ,B2,13-70 EGGERT PLACE, ,11691,2,0,2,2450,2180,1925,1,B2, -  ,2016-11-17 00:00:00
6178,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15664,121, ,B3,1325 GIPSON STREET, ,11691,2,0,2,10350,2330,1915,1,B3,600000,2017-06-19 00:00:00
6179,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15664,121, ,B3,1325 GIPSON STREET, ,11691,2,0,2,10350,2330,1915,1,B3,285000,2016-10-13 00:00:00
6180,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15670,5, ,B2,2368 MOTT AVENUE, ,11691,2,0,2,2923,2068,1960,1,B2,500000,2017-03-09 00:00:00
6181,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15670,20, ,B2,23-92 MOTT AVENUE, ,11691,2,0,2,3020,2064,1940,1,B2, -  ,2016-09-08 00:00:00
6182,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15670,24, ,B2,23-98 MOTT AVENUE, ,11691,2,0,2,2000,2064,1940,1,B2,220000,2017-01-19 00:00:00
6183,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15670,102, ,B2,13-59 DICKENS STREET, ,11691,2,0,2,1733,2150,1930,1,B2, -  ,2017-08-11 00:00:00
6184,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15681,57, ,B2,1409 SUNNYSIDE STREET, ,11691,2,0,2,4719,2088,1960,1,B2, -  ,2016-10-30 00:00:00
6185,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15689,11, ,B2,32-22 MOTT AVENUE, ,11691,2,0,2,3948,3575,1960,1,B2,550000,2017-01-26 00:00:00
6186,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15694,1, ,B1,2706 BAYSWATER AVENUE, ,11691,2,0,2,12228,3184,1950,1,B1, -  ,2016-10-07 00:00:00
6187,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15706,59, ,B3,22-60 CORNAGA AVENUE, ,11691,2,0,2,2909,1596,1930,1,B3,106470,2017-05-19 00:00:00
6188,4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15709,1, ,B1,2202 LORETTA ROAD, ,11691,2,0,2,2316,1504,1940,1,B1,406000,2016-12-07 00:00:00
